plot_width,plot_length,plot_area_sqft,aspect_ratio,floors,bhk,family_size,parking_spaces,facing_direction,vastu_priority,layout_archetype,circulation_ratio
20.9,53.9,1126.5,2.579,1,1,4,1,South,True,CENTRAL_SPINE_SPLIT,0.156
35.8,96.2,3444.0,2.687,1,4,8,2,South,True,CENTRAL_SPINE_SPLIT,0.163
32.0,56.9,1820.8,1.778,3,4,7,1,East,True,CENTRAL_SPINE_SPLIT,0.153
51.3,91.8,4709.3,1.789,2,4,9,2,East,True,CENTRAL_SPINE_SPLIT,0.175
60.7,125.6,7623.9,2.069,2,6,10,1,East,True,CENTRAL_SPINE_SPLIT,0.171
18.8,46.5,874.2,2.473,1,3,5,1,East,False,CENTRAL_SPINE_SPLIT,0.161
32.0,45.6,1459.2,1.425,2,4,6,1,East,True,WRAP_AROUND_OPEN_PLAN,0.152
68.0,70.2,4773.6,1.032,2,4,5,2,East,True,L_SHAPED_COURTYARD,0.176
50.1,80.7,4043.1,1.611,2,4,4,1,South,False,VILLA_PERIMETER,0.2
65.9,104.9,6912.9,1.592,3,6,10,3,South,True,VILLA_PERIMETER,0.197
40.4,89.5,3615.8,2.215,2,4,6,2,North,False,CENTRAL_SPINE_SPLIT,0.146
36.5,43.8,1598.7,1.2,1,2,2,1,South,True,WRAP_AROUND_OPEN_PLAN,0.132
58.8,55.6,3269.3,0.946,1,5,8,1,North,False,L_SHAPED_COURTYARD,0.19
34.6,25.5,882.3,0.737,2,3,4,1,East,False,COMPACT_LINEAR,0.09
69.2,140.0,9688.0,2.023,2,4,6,2,East,False,CENTRAL_SPINE_SPLIT,0.174
53.7,79.5,4269.2,1.48,1,5,6,2,North,True,WRAP_AROUND_OPEN_PLAN,0.136
42.7,49.5,2113.7,1.159,3,3,6,1,North,True,L_SHAPED_COURTYARD,0.204
35.5,60.7,2154.8,1.71,1,3,6,1,West,False,WRAP_AROUND_OPEN_PLAN,0.131
74.2,116.3,8629.5,1.567,3,4,6,3,North,True,VILLA_PERIMETER,0.191
68.7,132.9,9130.2,1.934,2,4,8,2,North,True,CENTRAL_SPINE_SPLIT,0.162
64.1,98.1,6288.2,1.53,2,5,8,2,East,False,VILLA_PERIMETER,0.204
30.6,73.8,2258.3,2.412,1,3,5,1,West,False,CENTRAL_SPINE_SPLIT,0.139
20.8,22.0,457.6,1.058,1,1,2,0,North,True,COMPACT_LINEAR,0.122
63.2,95.2,6016.6,1.506,3,4,7,2,East,True,VILLA_PERIMETER,0.191
63.6,79.3,5043.5,1.247,1,5,7,2,North,True,L_SHAPED_COURTYARD,0.175
53.7,89.0,4779.3,1.657,1,4,3,2,South,True,WRAP_AROUND_OPEN_PLAN,0.125
30.1,74.9,2254.5,2.488,1,3,6,2,South,True,CENTRAL_SPINE_SPLIT,0.145
66.7,64.1,4275.5,0.961,2,5,8,1,North,True,L_SHAPED_COURTYARD,0.177
71.9,139.9,10058.8,1.946,3,6,6,1,East,True,CENTRAL_SPINE_SPLIT,0.131
68.9,140.0,9646.0,2.032,3,5,8,2,North,True,CENTRAL_SPINE_SPLIT,0.181
44.8,104.4,4677.1,2.33,2,4,7,2,North,False,CENTRAL_SPINE_SPLIT,0.163
58.6,140.0,8204.0,2.389,2,4,7,1,North,True,CENTRAL_SPINE_SPLIT,0.156
53.8,81.6,4390.1,1.517,2,4,5,2,East,False,VILLA_PERIMETER,0.217
43.5,58.8,2557.8,1.352,2,4,8,2,South,False,VILLA_PERIMETER,0.199
47.4,132.2,6266.3,2.789,3,5,5,3,North,False,CENTRAL_SPINE_SPLIT,0.173
64.6,60.7,3921.2,0.94,2,6,10,2,North,True,L_SHAPED_COURTYARD,0.188
56.5,96.9,5474.9,1.715,1,5,8,2,South,False,WRAP_AROUND_OPEN_PLAN,0.134
66.3,86.5,5734.9,1.305,2,4,4,2,South,False,VILLA_PERIMETER,0.187
36.5,102.1,3726.6,2.797,3,5,9,1,North,True,CENTRAL_SPINE_SPLIT,0.156
23.6,44.5,1050.2,1.886,2,2,4,1,East,True,WRAP_AROUND_OPEN_PLAN,0.171
22.2,22.0,488.4,0.991,2,1,3,0,West,True,WRAP_AROUND_OPEN_PLAN,0.115
62.3,59.3,3694.4,0.952,1,3,4,1,North,True,L_SHAPED_COURTYARD,0.162
53.3,76.5,4077.4,1.435,2,6,9,3,East,True,VILLA_PERIMETER,0.201
34.6,45.9,1588.1,1.327,1,3,5,1,East,False,L_SHAPED_COURTYARD,0.169
32.6,39.3,1281.2,1.206,2,2,6,1,North,False,WRAP_AROUND_OPEN_PLAN,0.14
71.1,139.0,9882.9,1.955,2,4,6,3,East,True,CENTRAL_SPINE_SPLIT,0.157
39.2,44.9,1760.1,1.145,1,2,4,1,North,False,L_SHAPED_COURTYARD,0.154
23.4,49.9,1167.7,2.132,3,2,2,1,West,False,CENTRAL_SPINE_SPLIT,0.161
67.7,58.4,3953.7,0.863,3,6,10,2,North,True,L_SHAPED_COURTYARD,0.183
46.3,89.8,4157.7,1.94,2,5,8,1,West,False,L_SHAPED_COURTYARD,0.187
27.2,51.1,1389.9,1.879,1,3,5,1,East,True,CENTRAL_SPINE_SPLIT,0.162
45.8,60.8,2784.6,1.328,1,3,4,1,North,True,L_SHAPED_COURTYARD,0.173
35.6,92.7,3300.1,2.604,2,4,4,2,North,False,CENTRAL_SPINE_SPLIT,0.138
74.7,140.0,10458.0,1.874,1,5,5,1,East,True,CENTRAL_SPINE_SPLIT,0.161
66.0,58.4,3854.4,0.885,2,5,9,3,South,True,VILLA_PERIMETER,0.197
59.2,124.5,7370.4,2.103,1,4,7,2,East,True,CENTRAL_SPINE_SPLIT,0.165
21.3,34.5,734.9,1.62,2,2,3,1,North,True,COMPACT_LINEAR,0.098
18.3,41.6,761.3,2.273,3,2,2,1,South,False,CENTRAL_SPINE_SPLIT,0.174
44.4,119.0,5283.6,2.68,3,6,10,3,North,False,CENTRAL_SPINE_SPLIT,0.165
43.1,101.8,4387.6,2.362,3,5,5,1,South,True,CENTRAL_SPINE_SPLIT,0.144
44.4,51.5,2286.6,1.16,1,3,4,1,West,True,WRAP_AROUND_OPEN_PLAN,0.158
59.7,123.9,7396.8,2.075,2,5,5,1,West,False,CENTRAL_SPINE_SPLIT,0.174
24.4,28.5,695.4,1.168,1,1,2,0,East,False,COMPACT_LINEAR,0.1
25.3,42.8,1082.8,1.692,3,3,4,1,West,True,WRAP_AROUND_OPEN_PLAN,0.127
68.9,79.4,5470.7,1.152,1,5,8,3,West,True,WRAP_AROUND_OPEN_PLAN,0.155
45.6,116.1,5294.2,2.546,3,6,7,1,North,True,CENTRAL_SPINE_SPLIT,0.168
36.3,92.2,3346.9,2.54,2,4,3,3,South,True,CENTRAL_SPINE_SPLIT,0.165
74.9,140.0,10486.0,1.869,2,4,8,3,North,True,CENTRAL_SPINE_SPLIT,0.158
32.6,43.6,1421.4,1.337,1,3,3,1,West,True,WRAP_AROUND_OPEN_PLAN,0.136
29.2,70.1,2046.9,2.401,1,3,6,1,West,False,CENTRAL_SPINE_SPLIT,0.169
36.4,60.0,2184.0,1.648,2,2,4,1,East,True,WRAP_AROUND_OPEN_PLAN,0.14
26.5,65.8,1743.7,2.483,2,4,7,1,West,True,CENTRAL_SPINE_SPLIT,0.174
41.3,75.9,3134.7,1.838,2,4,5,2,East,False,CENTRAL_SPINE_SPLIT,0.163
21.5,35.9,771.9,1.67,2,1,2,1,North,True,COMPACT_LINEAR,0.104
74.8,139.6,10442.1,1.866,3,4,5,1,West,False,CENTRAL_SPINE_SPLIT,0.161
36.7,75.3,2763.5,2.052,2,5,6,1,East,False,CENTRAL_SPINE_SPLIT,0.167
28.7,61.1,1753.6,2.129,2,3,6,1,East,True,CENTRAL_SPINE_SPLIT,0.167
25.0,61.7,1542.5,2.468,2,4,5,1,East,True,CENTRAL_SPINE_SPLIT,0.162
68.0,101.6,6908.8,1.494,1,6,9,2,North,True,WRAP_AROUND_OPEN_PLAN,0.129
68.6,124.8,8561.3,1.819,3,5,7,2,East,True,CENTRAL_SPINE_SPLIT,0.178
35.7,83.3,2973.8,2.333,1,4,7,2,East,True,CENTRAL_SPINE_SPLIT,0.147
43.8,77.9,3412.0,1.779,3,5,8,2,North,True,CENTRAL_SPINE_SPLIT,0.162
52.5,85.2,4473.0,1.623,2,6,10,3,West,True,VILLA_PERIMETER,0.205
23.6,64.4,1519.8,2.729,2,4,6,1,South,True,CENTRAL_SPINE_SPLIT,0.123
21.0,58.4,1226.4,2.781,3,2,2,1,North,False,CENTRAL_SPINE_SPLIT,0.172
32.2,27.1,872.6,0.842,2,2,4,1,East,True,COMPACT_LINEAR,0.1
56.7,140.0,7938.0,2.469,2,4,6,3,West,False,CENTRAL_SPINE_SPLIT,0.152
62.5,116.4,7275.0,1.862,2,4,4,1,North,True,CENTRAL_SPINE_SPLIT,0.168
59.1,93.8,5543.6,1.587,3,4,3,3,South,False,VILLA_PERIMETER,0.201
29.9,59.4,1776.1,1.987,1,3,5,1,East,False,CENTRAL_SPINE_SPLIT,0.157
33.4,69.7,2328.0,2.087,2,3,6,2,West,False,CENTRAL_SPINE_SPLIT,0.173
53.0,74.6,3953.8,1.408,3,6,10,3,North,True,VILLA_PERIMETER,0.204
62.0,92.8,5753.6,1.497,2,5,10,1,East,True,VILLA_PERIMETER,0.205
41.0,93.7,3841.7,2.285,1,4,9,3,East,True,CENTRAL_SPINE_SPLIT,0.153
54.4,46.3,2518.7,0.851,2,5,8,1,North,True,L_SHAPED_COURTYARD,0.177
61.6,52.0,3203.2,0.844,2,4,5,2,East,False,L_SHAPED_COURTYARD,0.189
42.5,80.8,3434.0,1.901,3,4,6,2,East,False,CENTRAL_SPINE_SPLIT,0.164
47.0,97.6,4587.2,2.077,2,4,7,3,East,True,CENTRAL_SPINE_SPLIT,0.16
57.7,44.0,2538.8,0.763,3,4,7,3,West,False,VILLA_PERIMETER,0.201
72.0,114.9,8272.8,1.596,2,4,6,3,North,False,VILLA_PERIMETER,0.174
39.5,64.7,2555.7,1.638,2,4,6,3,East,True,VILLA_PERIMETER,0.209
56.0,42.0,2352.0,0.75,3,3,3,1,North,True,WRAP_AROUND_OPEN_PLAN,0.154
25.7,37.6,966.3,1.463,1,2,3,1,South,True,COMPACT_LINEAR,0.103
65.5,115.3,7552.1,1.76,2,4,5,2,South,True,CENTRAL_SPINE_SPLIT,0.154
31.2,29.4,917.3,0.942,3,2,4,1,South,True,COMPACT_LINEAR,0.101
44.0,84.7,3726.8,1.925,1,4,4,1,East,True,CENTRAL_SPINE_SPLIT,0.181
62.5,48.7,3043.8,0.779,3,4,6,2,South,True,VILLA_PERIMETER,0.185
26.5,23.5,622.8,0.887,2,1,3,0,North,True,COMPACT_LINEAR,0.118
51.9,124.6,6466.7,2.401,2,4,5,2,South,True,CENTRAL_SPINE_SPLIT,0.155
38.3,54.4,2083.5,1.42,2,3,3,1,North,True,CENTRAL_SPINE_SPLIT,0.137
42.0,58.5,2457.0,1.393,2,4,5,1,North,True,WRAP_AROUND_OPEN_PLAN,0.14
28.9,56.0,1618.4,1.938,2,4,5,1,East,True,CENTRAL_SPINE_SPLIT,0.164
62.3,103.8,6466.7,1.666,2,6,9,2,West,True,VILLA_PERIMETER,0.203
47.4,120.5,5711.7,2.542,2,6,8,2,North,True,CENTRAL_SPINE_SPLIT,0.151
44.9,91.9,4126.3,2.047,2,4,4,2,North,True,CENTRAL_SPINE_SPLIT,0.157
32.9,86.2,2836.0,2.62,2,4,8,2,East,True,CENTRAL_SPINE_SPLIT,0.153
71.8,92.5,6641.5,1.288,2,6,9,1,North,True,L_SHAPED_COURTYARD,0.176
25.2,22.0,554.4,0.873,3,1,2,0,East,False,COMPACT_LINEAR,0.092
24.1,44.4,1070.0,1.842,2,1,1,1,North,True,CENTRAL_SPINE_SPLIT,0.153
27.4,32.6,893.2,1.19,1,2,3,1,North,True,COMPACT_LINEAR,0.106
54.1,94.9,5134.1,1.754,3,5,8,3,West,True,CENTRAL_SPINE_SPLIT,0.146
21.1,27.1,571.8,1.284,2,2,6,0,North,True,COMPACT_LINEAR,0.126
61.1,108.3,6617.1,1.773,2,4,6,1,North,False,CENTRAL_SPINE_SPLIT,0.141
21.8,24.9,542.8,1.142,3,1,5,0,North,False,COMPACT_LINEAR,0.11
57.5,140.0,8050.0,2.435,2,4,5,3,East,False,CENTRAL_SPINE_SPLIT,0.155
61.5,58.9,3622.3,0.958,2,3,5,3,South,True,WRAP_AROUND_OPEN_PLAN,0.115
38.0,63.9,2428.2,1.682,3,5,5,3,East,False,WRAP_AROUND_OPEN_PLAN,0.165
72.3,140.0,10122.0,1.936,2,6,10,1,North,False,CENTRAL_SPINE_SPLIT,0.152
33.4,56.8,1897.1,1.701,2,3,5,1,North,True,WRAP_AROUND_OPEN_PLAN,0.146
20.4,45.9,936.4,2.25,2,2,3,1,East,True,CENTRAL_SPINE_SPLIT,0.155
18.4,29.7,546.5,1.614,2,1,2,0,North,True,COMPACT_LINEAR,0.125
71.9,140.0,10066.0,1.947,2,4,6,3,East,True,CENTRAL_SPINE_SPLIT,0.166
28.0,60.7,1699.6,2.168,1,3,5,1,North,True,VILLA_PERIMETER,0.157
70.6,77.2,5450.3,1.093,2,4,5,1,North,False,L_SHAPED_COURTYARD,0.183
72.3,75.8,5480.3,1.048,2,5,8,2,South,True,VILLA_PERIMETER,0.188
64.7,140.0,9058.0,2.164,2,5,7,1,South,True,CENTRAL_SPINE_SPLIT,0.166
72.4,140.0,10136.0,1.934,2,6,8,2,South,True,CENTRAL_SPINE_SPLIT,0.137
27.5,26.2,720.5,0.953,3,2,1,1,West,True,COMPACT_LINEAR,0.097
54.5,81.2,4425.4,1.49,3,5,7,1,East,True,VILLA_PERIMETER,0.183
68.3,106.5,7273.9,1.559,3,5,6,1,East,True,VILLA_PERIMETER,0.191
36.1,51.6,1862.8,1.429,1,3,4,1,East,True,WRAP_AROUND_OPEN_PLAN,0.129
46.1,42.6,1963.9,0.924,2,4,5,1,North,True,L_SHAPED_COURTYARD,0.183
50.5,108.9,5499.5,2.156,3,4,7,2,East,True,CENTRAL_SPINE_SPLIT,0.172
72.2,62.2,4490.8,0.861,2,4,7,2,North,True,L_SHAPED_COURTYARD,0.17
31.0,76.9,2383.9,2.481,1,2,7,1,West,False,CENTRAL_SPINE_SPLIT,0.149
32.6,82.8,2699.3,2.54,2,5,6,1,North,True,CENTRAL_SPINE_SPLIT,0.151
54.7,57.5,3145.2,1.051,1,4,4,1,North,True,L_SHAPED_COURTYARD,0.193
47.3,114.7,5425.3,2.425,2,5,8,3,North,False,WRAP_AROUND_OPEN_PLAN,0.157
48.4,43.6,2110.2,0.901,3,3,4,1,West,True,WRAP_AROUND_OPEN_PLAN,0.148
46.4,129.0,5985.6,2.78,2,4,5,3,East,False,CENTRAL_SPINE_SPLIT,0.157
61.4,140.0,8596.0,2.28,2,5,10,2,North,True,CENTRAL_SPINE_SPLIT,0.152
72.0,140.0,10080.0,1.944,3,4,5,2,West,True,CENTRAL_SPINE_SPLIT,0.166
70.5,51.3,3616.6,0.728,3,5,6,2,South,False,VILLA_PERIMETER,0.185
36.1,63.8,2303.2,1.767,2,3,4,1,North,False,CENTRAL_SPINE_SPLIT,0.155
22.4,45.0,1008.0,2.009,1,1,4,1,North,True,CENTRAL_SPINE_SPLIT,0.181
49.2,110.7,5446.4,2.25,2,4,6,2,South,False,CENTRAL_SPINE_SPLIT,0.172
35.8,37.3,1335.3,1.042,1,3,5,1,South,True,WRAP_AROUND_OPEN_PLAN,0.136
46.3,51.7,2393.7,1.117,1,3,5,2,East,True,L_SHAPED_COURTYARD,0.193
63.0,80.3,5058.9,1.275,1,5,8,2,West,True,WRAP_AROUND_OPEN_PLAN,0.112
55.2,83.0,4581.6,1.504,2,4,4,1,South,False,VILLA_PERIMETER,0.207
63.0,123.6,7786.8,1.962,2,5,8,2,South,True,CENTRAL_SPINE_SPLIT,0.17
22.2,49.0,1087.8,2.207,1,2,4,1,North,False,CENTRAL_SPINE_SPLIT,0.17
49.5,87.7,4341.2,1.772,1,4,6,1,West,True,CENTRAL_SPINE_SPLIT,0.159
49.3,103.5,5102.5,2.099,2,4,7,1,South,True,CENTRAL_SPINE_SPLIT,0.16
53.8,121.8,6552.8,2.264,1,4,6,2,South,True,CENTRAL_SPINE_SPLIT,0.16
62.1,76.5,4750.7,1.232,2,5,7,3,North,True,L_SHAPED_COURTYARD,0.182
48.8,68.7,3352.6,1.408,2,5,6,1,North,True,VILLA_PERIMETER,0.196
61.4,43.5,2670.9,0.708,2,4,8,2,East,True,VILLA_PERIMETER,0.196
31.1,46.1,1433.7,1.482,2,2,5,1,North,True,WRAP_AROUND_OPEN_PLAN,0.137
53.0,131.5,6969.5,2.481,3,5,6,2,West,True,CENTRAL_SPINE_SPLIT,0.151
71.8,108.4,7783.1,1.51,2,5,8,3,East,True,VILLA_PERIMETER,0.204
65.7,94.4,6202.1,1.437,2,4,5,2,North,True,VILLA_PERIMETER,0.201
50.9,66.2,3369.6,1.301,3,4,6,2,West,False,VILLA_PERIMETER,0.202
21.7,22.0,477.4,1.014,3,1,1,0,South,False,COMPACT_LINEAR,0.133
59.6,136.8,8153.3,2.295,2,4,6,2,North,True,CENTRAL_SPINE_SPLIT,0.164
51.1,93.3,4767.6,1.826,2,6,8,3,South,True,CENTRAL_SPINE_SPLIT,0.154
24.1,22.0,530.2,0.913,2,1,4,0,West,False,COMPACT_LINEAR,0.127
46.5,98.4,4575.6,2.116,3,4,7,3,East,True,CENTRAL_SPINE_SPLIT,0.16
52.1,122.8,6397.9,2.357,2,4,7,1,East,True,CENTRAL_SPINE_SPLIT,0.157
57.6,88.6,5103.4,1.538,2,4,7,2,East,False,VILLA_PERIMETER,0.204
61.2,69.9,4277.9,1.142,2,5,6,2,North,False,L_SHAPED_COURTYARD,0.17
34.8,27.7,964.0,0.796,2,2,2,1,North,True,COMPACT_LINEAR,0.1
43.0,56.4,2425.2,1.312,2,4,7,3,North,True,L_SHAPED_COURTYARD,0.163
43.5,34.2,1487.7,0.786,3,3,4,1,North,True,WRAP_AROUND_OPEN_PLAN,0.145
58.0,125.2,7261.6,2.159,2,4,6,2,North,True,CENTRAL_SPINE_SPLIT,0.156
38.8,94.4,3662.7,2.433,3,5,9,3,South,True,CENTRAL_SPINE_SPLIT,0.16
37.0,42.0,1554.0,1.135,2,3,5,1,North,False,L_SHAPED_COURTYARD,0.162
29.8,65.7,1957.9,2.205,2,2,2,1,East,True,CENTRAL_SPINE_SPLIT,0.16
58.4,134.2,7837.3,2.298,2,6,10,3,East,False,CENTRAL_SPINE_SPLIT,0.16
32.3,35.1,1133.7,1.087,3,2,4,1,West,False,COMPACT_LINEAR,0.104
39.7,41.7,1655.5,1.05,3,4,6,1,North,False,L_SHAPED_COURTYARD,0.173
32.7,81.3,2658.5,2.486,3,4,5,2,West,True,CENTRAL_SPINE_SPLIT,0.172
19.3,28.5,550.1,1.477,1,2,1,0,East,True,COMPACT_LINEAR,0.113
74.5,94.6,7047.7,1.27,1,5,5,2,North,True,L_SHAPED_COURTYARD,0.163
69.8,83.3,5814.3,1.193,2,5,8,2,East,True,L_SHAPED_COURTYARD,0.169
20.3,24.3,493.3,1.197,2,1,2,0,East,True,COMPACT_LINEAR,0.099
67.1,140.0,9394.0,2.086,2,4,7,3,North,True,CENTRAL_SPINE_SPLIT,0.155
47.0,104.0,4888.0,2.213,3,6,10,2,North,True,CENTRAL_SPINE_SPLIT,0.16
39.2,94.0,3684.8,2.398,3,5,7,3,West,False,CENTRAL_SPINE_SPLIT,0.137
63.6,140.0,8904.0,2.201,2,4,6,1,North,True,CENTRAL_SPINE_SPLIT,0.171
18.2,22.0,400.4,1.209,1,2,2,0,East,True,COMPACT_LINEAR,0.09
18.8,48.8,917.4,2.596,2,2,5,1,South,True,CENTRAL_SPINE_SPLIT,0.136
61.2,94.9,5807.9,1.551,2,4,6,2,East,False,VILLA_PERIMETER,0.209
50.5,113.9,5752.0,2.255,2,4,8,2,North,True,CENTRAL_SPINE_SPLIT,0.158
60.2,64.8,3901.0,1.076,3,5,7,2,East,True,L_SHAPED_COURTYARD,0.172
74.5,58.6,4365.7,0.787,2,5,8,1,South,True,VILLA_PERIMETER,0.181
71.7,80.7,5786.2,1.126,3,6,10,3,West,True,VILLA_PERIMETER,0.202
44.5,65.4,2910.3,1.47,2,4,7,3,North,True,VILLA_PERIMETER,0.205
28.9,42.5,1228.2,1.471,3,2,2,1,West,True,WRAP_AROUND_OPEN_PLAN,0.138
32.0,87.7,2806.4,2.741,1,3,4,3,North,False,CENTRAL_SPINE_SPLIT,0.165
54.1,140.0,7574.0,2.588,2,5,7,2,North,True,CENTRAL_SPINE_SPLIT,0.155
55.9,71.8,4013.6,1.284,2,6,9,1,East,True,L_SHAPED_COURTYARD,0.185
47.1,56.1,2642.3,1.191,2,5,7,1,East,False,L_SHAPED_COURTYARD,0.186
51.7,115.6,5976.5,2.236,2,4,6,2,North,False,CENTRAL_SPINE_SPLIT,0.15
57.9,136.7,7914.9,2.361,1,4,7,3,East,True,CENTRAL_SPINE_SPLIT,0.168
18.3,22.0,402.6,1.202,2,1,1,0,East,True,COMPACT_LINEAR,0.111
38.1,44.6,1699.3,1.171,1,3,4,1,West,True,WRAP_AROUND_OPEN_PLAN,0.137
46.0,81.8,3762.8,1.778,2,4,6,2,West,True,CENTRAL_SPINE_SPLIT,0.164
28.2,22.0,620.4,0.78,2,1,1,0,North,False,CENTRAL_SPINE_SPLIT,0.108
18.4,22.1,406.6,1.201,2,1,5,0,South,True,COMPACT_LINEAR,0.116
25.0,61.6,1540.0,2.464,1,3,5,1,North,False,CENTRAL_SPINE_SPLIT,0.167
34.4,43.5,1496.4,1.265,2,3,4,1,East,True,WRAP_AROUND_OPEN_PLAN,0.147
28.9,29.1,841.0,1.007,2,3,4,1,South,True,COMPACT_LINEAR,0.124
73.9,136.1,10057.8,1.842,2,6,10,1,East,True,CENTRAL_SPINE_SPLIT,0.161
73.7,140.0,10318.0,1.9,2,4,6,1,East,True,CENTRAL_SPINE_SPLIT,0.161
68.7,140.0,9618.0,2.038,2,5,8,1,West,True,CENTRAL_SPINE_SPLIT,0.173
29.4,27.4,805.6,0.932,2,2,2,1,South,False,COMPACT_LINEAR,0.098
70.5,66.1,4660.0,0.938,2,6,9,1,North,True,L_SHAPED_COURTYARD,0.184
47.9,94.3,4517.0,1.969,1,5,6,3,West,True,CENTRAL_SPINE_SPLIT,0.144
42.2,76.2,3215.6,1.806,2,4,7,2,South,True,CENTRAL_SPINE_SPLIT,0.151
22.7,38.9,883.0,1.714,2,3,4,1,East,True,COMPACT_LINEAR,0.109
39.3,55.4,2177.2,1.41,2,3,3,1,South,True,WRAP_AROUND_OPEN_PLAN,0.132
63.6,138.3,8795.9,2.175,1,4,6,2,South,False,CENTRAL_SPINE_SPLIT,0.158
73.3,140.0,10262.0,1.91,2,6,8,1,East,True,CENTRAL_SPINE_SPLIT,0.145
55.2,140.0,7728.0,2.536,2,5,7,2,East,False,CENTRAL_SPINE_SPLIT,0.156
38.5,87.6,3372.6,2.275,2,4,7,3,East,False,WRAP_AROUND_OPEN_PLAN,0.169
22.5,46.7,1050.8,2.076,1,2,3,1,East,True,CENTRAL_SPINE_SPLIT,0.179
60.2,140.0,8428.0,2.326,2,4,9,2,East,False,CENTRAL_SPINE_SPLIT,0.174
49.7,107.8,5357.7,2.169,2,5,9,2,North,True,CENTRAL_SPINE_SPLIT,0.175
67.5,140.0,9450.0,2.074,1,5,6,3,North,False,CENTRAL_SPINE_SPLIT,0.159
68.9,140.0,9646.0,2.032,2,5,6,1,North,False,CENTRAL_SPINE_SPLIT,0.154
59.3,64.5,3824.8,1.088,2,6,7,3,North,False,L_SHAPED_COURTYARD,0.161
30.6,25.6,783.4,0.837,2,2,5,1,East,True,COMPACT_LINEAR,0.121
61.9,109.7,6790.4,1.772,2,5,7,3,North,False,CENTRAL_SPINE_SPLIT,0.15
20.9,29.4,614.5,1.407,3,1,1,0,West,True,COMPACT_LINEAR,0.097
46.7,38.3,1788.6,0.82,1,2,4,1,East,True,L_SHAPED_COURTYARD,0.167
39.6,38.5,1524.6,0.972,1,3,7,1,East,False,L_SHAPED_COURTYARD,0.173
18.9,26.0,491.4,1.376,2,1,3,0,North,True,COMPACT_LINEAR,0.118
45.8,120.9,5537.2,2.64,3,5,7,2,South,True,CENTRAL_SPINE_SPLIT,0.172
40.6,37.9,1538.7,0.933,2,3,5,1,South,True,WRAP_AROUND_OPEN_PLAN,0.147
55.5,137.7,7642.3,2.481,2,4,6,2,East,True,L_SHAPED_COURTYARD,0.162
56.8,72.1,4095.3,1.269,1,6,8,3,East,False,L_SHAPED_COURTYARD,0.17
64.9,140.0,9086.0,2.157,3,4,7,3,South,False,CENTRAL_SPINE_SPLIT,0.166
59.8,140.0,8372.0,2.341,3,5,9,1,North,True,CENTRAL_SPINE_SPLIT,0.133
29.2,35.4,1033.7,1.212,2,2,3,1,East,True,COMPACT_LINEAR,0.112
25.0,69.9,1747.5,2.796,2,2,3,1,North,True,CENTRAL_SPINE_SPLIT,0.161
20.3,44.2,897.3,2.177,2,2,3,1,East,True,CENTRAL_SPINE_SPLIT,0.156
20.9,58.2,1216.4,2.785,3,2,2,1,West,True,CENTRAL_SPINE_SPLIT,0.146
22.5,60.9,1370.2,2.707,2,2,3,1,North,False,CENTRAL_SPINE_SPLIT,0.161
57.1,92.6,5287.5,1.622,2,4,8,2,West,True,VILLA_PERIMETER,0.209
70.3,140.0,9842.0,1.991,2,4,6,2,North,True,CENTRAL_SPINE_SPLIT,0.16
45.1,36.3,1637.1,0.805,2,4,7,1,East,True,L_SHAPED_COURTYARD,0.166
24.3,60.9,1479.9,2.506,1,3,4,1,West,False,CENTRAL_SPINE_SPLIT,0.165
65.5,110.6,7244.3,1.689,2,5,7,1,North,True,VILLA_PERIMETER,0.219
49.4,105.5,5211.7,2.136,2,4,8,3,East,True,CENTRAL_SPINE_SPLIT,0.148
61.9,113.8,7044.2,1.838,1,6,8,2,South,True,CENTRAL_SPINE_SPLIT,0.151
47.8,133.5,6381.3,2.793,1,4,4,2,South,True,CENTRAL_SPINE_SPLIT,0.16
29.4,71.3,2096.2,2.425,2,4,5,1,South,True,CENTRAL_SPINE_SPLIT,0.168
58.8,126.3,7426.4,2.148,2,6,10,1,East,True,CENTRAL_SPINE_SPLIT,0.174
61.8,126.1,7793.0,2.04,3,4,7,2,North,False,CENTRAL_SPINE_SPLIT,0.159
62.8,55.8,3504.2,0.889,2,5,9,2,North,True,L_SHAPED_COURTYARD,0.179
69.2,89.1,6165.7,1.288,2,5,9,2,East,True,L_SHAPED_COURTYARD,0.185
19.6,22.0,431.2,1.122,2,1,5,0,East,True,COMPACT_LINEAR,0.123
45.3,89.0,4031.7,1.965,2,5,6,2,East,True,CENTRAL_SPINE_SPLIT,0.142
74.0,128.5,9509.0,1.736,2,4,6,2,North,True,VILLA_PERIMETER,0.221
40.1,75.5,3027.6,1.883,2,4,4,1,North,True,CENTRAL_SPINE_SPLIT,0.16
64.7,140.0,9058.0,2.164,2,5,8,1,West,True,CENTRAL_SPINE_SPLIT,0.179
47.2,116.0,5475.2,2.458,3,6,10,1,South,False,CENTRAL_SPINE_SPLIT,0.169
22.0,24.7,543.4,1.123,2,1,1,0,North,True,COMPACT_LINEAR,0.098
57.5,115.5,6641.2,2.009,2,5,6,3,East,True,CENTRAL_SPINE_SPLIT,0.169
57.4,57.2,3283.3,0.997,1,5,10,1,South,True,WRAP_AROUND_OPEN_PLAN,0.128
46.8,109.9,5143.3,2.348,1,4,7,3,East,False,CENTRAL_SPINE_SPLIT,0.157
33.8,35.7,1206.7,1.056,1,2,5,1,East,True,WRAP_AROUND_OPEN_PLAN,0.162
