built_up_area_sqft,floors,bhk,city_tier,soil_type,seismic_zone,climate_zone,finishing_tier,has_basement,has_lift,cost_per_sqft_inr,total_cost_inr
2604.7,2,3,1,Sandy Loam,II,Warm-Humid,Standard,False,False,1961.9,5110161.0
1715.8,1,2,1,Rocky,III,Hot-Dry,Basic,False,False,1463.9,2511760.0
1609.4,1,3,1,Black Cotton,II,Composite,Basic,False,False,1672.5,2691722.0
5765.0,3,2,2,Clay,II,Warm-Humid,Basic,False,True,1423.6,8657054.0
560.1,1,3,2,Clay,II,Composite,Standard,False,False,1978.3,1108046.0
1905.5,2,3,2,Sandy Loam,V,Hot-Dry,Standard,False,False,2045.7,3898081.0
2108.6,2,3,2,Sandy Loam,II,Warm-Humid,Premium,True,False,3022.8,6373876.0
4398.4,2,3,1,Sandy Loam,III,Composite,Premium,False,False,2812.4,12370060.0
1318.5,2,2,2,Clay,V,Composite,Standard,False,False,2266.7,2988644.0
4442.7,3,3,2,Clay,III,Moderate,Standard,False,True,1908.7,8929781.0
5582.7,3,1,2,Sandy Loam,II,Composite,Standard,False,False,1872.7,10454722.0
4577.3,2,3,1,Black Cotton,V,Composite,Premium,False,False,3696.0,16917701.0
2072.1,1,3,2,Sandy Loam,IV,Warm-Humid,Basic,False,False,1471.2,3048474.0
4187.5,2,2,3,Sandy Loam,II,Composite,Standard,True,False,1759.6,7368325.0
714.0,1,4,1,Clay,II,Composite,Premium,False,False,3385.1,2416961.0
2900.0,2,3,1,Sandy Loam,III,Warm-Humid,Standard,False,False,1960.1,5684290.0
1160.0,1,3,2,Clay,III,Moderate,Standard,False,False,2085.7,2419412.0
2987.5,3,4,2,Sandy Loam,II,Hot-Dry,Basic,False,True,1221.7,4099829.0
3090.7,2,3,1,Black Cotton,III,Composite,Basic,False,False,1584.1,4895978.0
3272.2,3,2,1,Sandy Loam,II,Warm-Humid,Standard,True,False,2075.3,6790797.0
2439.0,2,2,1,Clay,III,Composite,Standard,False,False,1973.0,4812147.0
3757.7,2,3,1,Sandy Loam,III,Composite,Premium,False,False,2917.9,10964593.0
756.6,1,3,1,Clay,IV,Moderate,Premium,False,False,3625.0,2742675.0
1473.3,1,4,3,Black Cotton,III,Moderate,Standard,False,False,2153.7,3173046.0
1984.0,1,1,1,Sandy Loam,IV,Warm-Humid,Premium,False,False,3159.1,6267654.0
906.9,1,1,3,Sandy Loam,IV,Composite,Premium,False,False,2808.6,2547119.0
1283.1,1,4,3,Black Cotton,III,Composite,Standard,False,False,2226.9,2857335.0
1110.1,1,1,1,Black Cotton,III,Warm-Humid,Standard,False,False,2563.4,2845630.0
756.3,1,2,3,Black Cotton,III,Composite,Premium,False,False,3124.7,2363211.0
4503.8,3,3,1,Rocky,II,Warm-Humid,Standard,False,False,1877.8,8457236.0
867.2,1,4,3,Sandy Loam,III,Moderate,Standard,False,False,1724.3,1495313.0
2721.0,3,4,1,Rocky,III,Composite,Luxury,False,True,4317.3,12197373.0
1998.0,2,2,2,Black Cotton,V,Hot-Dry,Standard,False,False,2430.5,4856139.0
1443.0,1,3,2,Sandy Loam,III,Moderate,Standard,False,False,1852.5,2673158.0
4705.5,2,2,2,Clay,III,Warm-Humid,Standard,False,False,1870.3,8800697.0
1352.1,2,2,3,Sandy Loam,V,Composite,Luxury,False,False,4218.6,5703969.0
1367.6,1,2,3,Sandy Loam,III,Hot-Dry,Luxury,False,True,3879.2,5755194.0
3095.5,2,3,1,Sandy Loam,II,Composite,Basic,False,False,1359.2,4207404.0
1357.7,1,1,1,Rocky,III,Composite,Premium,False,False,3013.8,4091836.0
1841.8,1,2,1,Rocky,II,Warm-Humid,Premium,False,False,2785.2,5129781.0
1454.0,2,3,2,Black Cotton,III,Hot-Dry,Standard,False,False,2196.9,3194293.0
1682.5,2,2,2,Sandy Loam,III,Cold,Standard,False,False,1818.9,3060299.0
4613.1,2,3,2,Clay,III,Warm-Humid,Luxury,False,False,3869.6,17850852.0
1188.2,1,2,1,Black Cotton,II,Moderate,Basic,False,False,1673.5,1988453.0
2042.3,1,2,2,Sandy Loam,V,Warm-Humid,Premium,False,False,3173.8,6481852.0
1467.7,1,1,1,Rocky,III,Composite,Luxury,False,False,4406.9,6468007.0
6427.2,3,3,1,Sandy Loam,V,Composite,Premium,False,True,3374.9,22141157.0
2171.7,2,3,3,Black Cotton,IV,Warm-Humid,Standard,False,False,1966.5,4270648.0
2472.6,2,2,1,Sandy Loam,II,Warm-Humid,Luxury,False,False,3969.5,9814986.0
6012.1,3,2,2,Rocky,V,Moderate,Standard,False,False,2044.9,12294143.0
1140.4,2,3,1,Black Cotton,II,Composite,Basic,False,False,1620.6,1848132.0
774.3,1,4,2,Rocky,V,Cold,Standard,False,False,2097.3,1623939.0
3521.5,2,2,3,Sandy Loam,II,Moderate,Basic,False,False,1158.7,4080362.0
2366.3,1,2,2,Black Cotton,IV,Moderate,Standard,False,False,2271.2,5374341.0
772.0,1,2,1,Sandy Loam,III,Warm-Humid,Premium,False,False,3273.2,2526910.0
516.8,1,2,1,Sandy Loam,II,Cold,Basic,False,False,1393.8,720316.0
1858.5,2,2,1,Sandy Loam,III,Warm-Humid,Standard,False,False,1961.6,3645634.0
4494.3,2,2,1,Sandy Loam,III,Composite,Standard,False,False,1787.8,8034910.0
4480.9,2,2,2,Sandy Loam,IV,Composite,Basic,False,False,1300.7,5828307.0
6221.6,3,3,1,Sandy Loam,IV,Composite,Standard,False,True,2118.0,13627349.0
805.2,1,3,2,Sandy Loam,III,Composite,Luxury,False,False,4503.5,3626218.0
1904.7,2,3,2,Sandy Loam,V,Composite,Premium,False,False,3043.6,5797145.0
4451.3,2,2,1,Sandy Loam,III,Composite,Standard,False,False,1835.9,8172142.0
1161.2,1,4,1,Rocky,IV,Composite,Luxury,False,False,4741.0,5505249.0
890.5,1,4,2,Sandy Loam,III,Composite,Basic,False,False,1431.8,1275018.0
1186.5,1,2,1,Clay,IV,Warm-Humid,Standard,False,False,2390.9,2836803.0
2791.6,2,3,3,Clay,III,Moderate,Basic,False,False,1220.3,3406589.0
4619.2,2,3,2,Sandy Loam,II,Composite,Standard,True,False,1925.5,8894270.0
2318.9,1,2,2,Black Cotton,III,Cold,Standard,False,False,2336.4,5417878.0
462.9,1,4,1,Sandy Loam,IV,Cold,Premium,False,False,3388.5,1568537.0
2370.1,1,2,2,Black Cotton,II,Composite,Premium,False,False,3213.8,7617027.0
4469.0,2,3,1,Clay,III,Composite,Standard,False,False,1990.0,8893310.0
1288.4,2,1,2,Sandy Loam,II,Composite,Standard,True,False,2069.6,2666473.0
1843.0,1,2,1,Rocky,III,Warm-Humid,Standard,False,False,1946.1,3586662.0
5043.0,3,4,1,Sandy Loam,IV,Moderate,Basic,True,False,1785.9,9006294.0
1168.5,1,4,2,Rocky,IV,Moderate,Premium,False,False,2777.4,3245392.0
1237.9,2,2,2,Rocky,IV,Composite,Basic,False,False,1300.5,1609889.0
1133.8,1,3,1,Clay,III,Composite,Standard,False,False,2322.3,2633024.0
4698.5,2,2,2,Sandy Loam,IV,Composite,Premium,True,False,3310.0,15552035.0
580.0,1,3,1,Black Cotton,II,Composite,Standard,False,False,2399.4,1391652.0
3524.7,3,2,2,Rocky,IV,Warm-Humid,Standard,False,True,1801.7,6800452.0
3603.4,3,3,2,Black Cotton,III,Moderate,Standard,False,False,2116.4,7626236.0
2289.0,2,3,1,Black Cotton,II,Cold,Basic,False,False,1549.7,3547263.0
2165.3,2,1,2,Sandy Loam,III,Hot-Dry,Premium,False,False,2690.6,5825956.0
2581.2,2,4,1,Sandy Loam,IV,Composite,Standard,True,False,2253.1,5815702.0
1370.9,2,3,1,Rocky,III,Composite,Basic,False,False,1332.2,1826313.0
3507.1,2,2,2,Sandy Loam,III,Warm-Humid,Luxury,False,False,4202.1,14737185.0
2335.5,1,2,1,Sandy Loam,V,Warm-Humid,Standard,False,False,2208.5,5157952.0
1259.7,2,3,3,Sandy Loam,II,Composite,Basic,False,False,1198.7,1510002.0
1105.4,2,3,2,Sandy Loam,IV,Moderate,Standard,False,False,1982.1,2191013.0
1994.5,2,2,3,Sandy Loam,III,Warm-Humid,Premium,False,False,2402.0,4790789.0
7012.4,3,3,2,Black Cotton,V,Composite,Premium,False,True,3638.4,25963916.0
2265.8,2,2,1,Rocky,III,Composite,Standard,False,False,1780.3,4033804.0
4173.5,2,2,2,Clay,V,Moderate,Standard,False,False,2098.3,8757255.0
4353.6,3,1,2,Sandy Loam,III,Composite,Standard,False,False,1854.5,8073751.0
2938.3,2,5,1,Sandy Loam,III,Composite,Standard,False,False,1921.0,5644474.0
1854.7,3,1,1,Rocky,II,Moderate,Standard,True,False,2262.9,4197001.0
1213.6,1,2,2,Rocky,IV,Warm-Humid,Standard,False,False,1954.6,2372103.0
964.1,1,2,2,Sandy Loam,III,Hot-Dry,Premium,False,False,2828.5,2726957.0
2169.4,1,3,2,Sandy Loam,IV,Moderate,Standard,False,False,2128.1,4616700.0
3179.8,2,3,1,Sandy Loam,II,Hot-Dry,Premium,False,False,2636.9,8384815.0
987.9,2,3,2,Black Cotton,III,Composite,Standard,False,False,2074.2,2049102.0
973.7,1,1,1,Black Cotton,III,Composite,Standard,False,False,2538.7,2471932.0
2027.3,1,3,2,Sandy Loam,IV,Composite,Premium,False,False,2927.1,5934110.0
3477.3,2,3,1,Sandy Loam,V,Composite,Standard,False,False,2177.7,7572516.0
786.1,1,3,1,Black Cotton,IV,Moderate,Standard,False,False,2697.0,2120112.0
1786.9,1,3,2,Clay,II,Warm-Humid,Standard,False,False,1917.0,3425487.0
5887.4,3,3,1,Clay,III,Composite,Premium,False,True,3148.2,18984713.0
3152.1,2,2,3,Clay,IV,Warm-Humid,Standard,True,False,2078.5,6551640.0
904.7,1,2,1,Rocky,III,Hot-Dry,Basic,False,False,1521.6,1376592.0
1130.8,1,2,1,Sandy Loam,II,Composite,Standard,False,False,2044.3,2311694.0
2023.8,1,3,1,Rocky,II,Composite,Standard,False,False,1797.4,3637578.0
3980.8,3,2,2,Sandy Loam,IV,Moderate,Premium,False,True,2840.5,11757462.0
1366.5,1,2,2,Clay,II,Warm-Humid,Standard,False,False,1987.8,2716329.0
2042.8,1,3,1,Rocky,III,Composite,Standard,False,False,1935.0,3952818.0
2547.7,2,3,3,Sandy Loam,IV,Moderate,Basic,False,False,1303.6,3321182.0
890.8,1,3,1,Sandy Loam,III,Composite,Standard,False,False,2164.6,1928226.0
2899.4,2,2,2,Sandy Loam,III,Composite,Premium,False,False,2478.4,7185873.0
2187.0,3,4,2,Clay,V,Warm-Humid,Standard,False,True,2285.8,5449045.0
1664.2,1,2,3,Clay,III,Warm-Humid,Premium,False,False,2756.2,4586868.0
1202.7,1,2,2,Clay,II,Composite,Premium,False,False,3013.9,3624818.0
4723.6,2,1,2,Clay,II,Cold,Standard,False,False,1845.0,8715042.0
1444.5,1,1,1,Black Cotton,III,Composite,Standard,False,False,2503.9,3616884.0
2221.2,2,5,2,Sandy Loam,V,Hot-Dry,Premium,False,False,2803.1,6226246.0
4495.5,2,2,1,Rocky,IV,Moderate,Standard,True,False,2082.9,9363677.0
2033.0,2,3,1,Sandy Loam,IV,Warm-Humid,Standard,False,False,1986.1,4037741.0
1398.6,2,2,1,Rocky,III,Moderate,Standard,False,False,1962.8,2745172.0
1226.0,1,2,2,Sandy Loam,III,Hot-Dry,Standard,False,False,1889.9,2317017.0
1383.4,1,3,1,Clay,II,Composite,Standard,False,False,2056.8,2845377.0
1753.2,1,4,3,Black Cotton,III,Moderate,Standard,False,False,2128.0,3730810.0
512.3,1,3,2,Sandy Loam,IV,Warm-Humid,Premium,False,False,3393.4,1738439.0
2025.7,1,5,2,Sandy Loam,III,Moderate,Premium,False,False,2621.3,5309967.0
4590.4,2,2,2,Sandy Loam,III,Composite,Standard,False,False,1708.1,7840862.0
2188.8,1,1,1,Black Cotton,IV,Composite,Luxury,False,False,5543.9,12134488.0
2617.0,3,1,3,Sandy Loam,II,Composite,Standard,False,False,1611.7,4217819.0
511.8,1,2,3,Sandy Loam,V,Composite,Premium,False,False,3102.8,1588013.0
926.7,1,2,1,Black Cotton,II,Composite,Basic,False,False,1811.1,1678346.0
1806.8,2,2,1,Sandy Loam,II,Composite,Standard,False,False,1855.1,3351795.0
5220.2,3,1,1,Rocky,III,Moderate,Premium,False,False,2894.4,15109347.0
3146.2,2,2,3,Sandy Loam,II,Hot-Dry,Luxury,False,False,3576.7,11253014.0
3037.1,2,2,1,Sandy Loam,II,Hot-Dry,Standard,False,False,1823.1,5536937.0
709.1,1,1,2,Sandy Loam,IV,Warm-Humid,Standard,False,False,2139.2,1516907.0
2180.1,1,2,2,Sandy Loam,IV,Composite,Premium,False,False,3030.4,6606575.0
6590.5,3,2,1,Black Cotton,II,Warm-Humid,Premium,False,False,3249.5,21415830.0
981.4,1,2,2,Sandy Loam,III,Warm-Humid,Basic,False,False,1306.4,1282101.0
1323.6,1,3,1,Sandy Loam,III,Warm-Humid,Luxury,False,False,4787.3,6336470.0
3386.9,2,2,1,Black Cotton,III,Hot-Dry,Standard,False,False,2305.1,7807143.0
1305.1,2,2,2,Clay,II,Composite,Luxury,False,False,4147.7,5413163.0
2971.2,3,2,2,Black Cotton,III,Cold,Standard,False,False,2225.6,6612703.0
4714.3,2,2,1,Sandy Loam,II,Composite,Standard,False,False,1756.2,8279254.0
2673.9,2,2,2,Clay,V,Hot-Dry,Basic,False,False,1616.7,4322894.0
1627.7,1,2,2,Clay,V,Warm-Humid,Luxury,False,False,5188.0,8444508.0
2246.9,2,2,2,Clay,II,Moderate,Premium,False,False,2932.4,6588810.0
1549.5,1,5,1,Sandy Loam,III,Cold,Standard,False,False,2180.1,3378065.0
1417.3,2,3,2,Black Cotton,III,Composite,Standard,False,False,2141.7,3035431.0
5351.0,3,2,1,Sandy Loam,III,Composite,Standard,False,False,2015.4,10784405.0
3894.7,2,5,1,Clay,III,Composite,Standard,False,False,2211.9,8614687.0
1826.5,1,3,2,Sandy Loam,III,Hot-Dry,Premium,False,False,2773.3,5065432.0
914.6,1,2,3,Sandy Loam,IV,Warm-Humid,Premium,False,False,2864.5,2619872.0
3944.5,2,2,1,Sandy Loam,III,Moderate,Standard,False,False,1924.1,7589612.0
4748.7,2,3,2,Sandy Loam,IV,Hot-Dry,Luxury,False,True,4245.0,20608232.0
801.1,1,2,2,Black Cotton,IV,Composite,Standard,False,False,2389.3,1914068.0
1589.2,2,2,2,Clay,II,Composite,Standard,False,False,1861.4,2958137.0
1644.3,1,2,1,Clay,III,Moderate,Basic,False,False,1605.5,2639924.0
727.6,1,2,1,Sandy Loam,II,Moderate,Luxury,False,False,4504.2,3277256.0
3141.9,3,2,3,Black Cotton,II,Warm-Humid,Premium,False,False,2967.4,9323274.0
2982.0,2,3,1,Sandy Loam,II,Hot-Dry,Premium,False,False,2728.1,8135194.0
681.4,1,4,2,Clay,III,Warm-Humid,Premium,False,False,3166.2,2157449.0
1496.1,1,4,2,Sandy Loam,II,Composite,Standard,False,False,1866.7,2792770.0
1729.2,1,3,2,Rocky,V,Hot-Dry,Premium,False,False,3074.7,5316771.0
3154.6,3,2,1,Black Cotton,IV,Composite,Premium,False,False,3677.7,11601672.0
689.4,1,2,2,Black Cotton,III,Composite,Premium,False,False,3160.6,2178918.0
4589.8,2,2,2,Sandy Loam,II,Composite,Standard,False,False,1696.7,7787514.0
3294.5,3,1,2,Clay,III,Moderate,Standard,False,True,2079.1,7299595.0
493.0,1,3,3,Sandy Loam,II,Composite,Premium,False,False,2629.7,1296442.0
2604.1,3,2,1,Clay,II,Composite,Standard,False,False,2055.7,5353248.0
2363.2,1,2,3,Black Cotton,IV,Warm-Humid,Basic,False,False,1618.9,3825784.0
1640.9,2,1,1,Sandy Loam,V,Hot-Dry,Basic,False,False,1593.4,2614610.0
3810.3,3,2,2,Clay,III,Warm-Humid,Premium,False,False,2850.7,10862022.0
5155.5,3,2,1,Clay,III,Warm-Humid,Premium,True,False,3624.3,18685079.0
1509.1,3,2,1,Sandy Loam,II,Warm-Humid,Luxury,False,False,4738.8,7151323.0
6317.6,3,3,1,Clay,II,Hot-Dry,Standard,True,False,2287.1,14448983.0
2241.4,3,3,2,Clay,II,Moderate,Standard,False,False,2022.4,4533007.0
4289.3,2,2,3,Sandy Loam,II,Warm-Humid,Standard,False,False,1453.4,6234069.0
4121.6,2,3,1,Sandy Loam,V,Hot-Dry,Standard,False,False,2098.5,8649178.0
3463.3,2,2,3,Sandy Loam,III,Moderate,Basic,True,False,1332.2,4613808.0
3794.0,2,5,3,Sandy Loam,III,Composite,Basic,False,False,1208.4,4584670.0
3026.0,2,1,1,Sandy Loam,III,Warm-Humid,Standard,False,False,1924.2,5822629.0
3653.5,3,3,1,Clay,III,Hot-Dry,Basic,False,False,1537.5,5617256.0
1853.4,1,3,1,Sandy Loam,II,Composite,Standard,False,False,1914.2,3547778.0
3728.0,2,4,1,Black Cotton,III,Composite,Premium,False,False,3312.7,12349746.0
4901.8,3,2,2,Black Cotton,II,Moderate,Premium,False,False,3398.8,16660238.0
2786.3,2,5,3,Rocky,IV,Composite,Standard,False,False,1615.1,4500153.0
957.4,1,3,1,Sandy Loam,III,Warm-Humid,Standard,False,False,2010.4,1924757.0
1363.4,2,3,1,Sandy Loam,II,Warm-Humid,Luxury,False,False,4260.5,5808766.0
4237.8,3,3,1,Clay,V,Warm-Humid,Standard,False,False,2249.7,9533779.0
1700.5,1,4,1,Sandy Loam,II,Composite,Premium,False,False,2884.3,4904752.0
4258.2,3,5,3,Sandy Loam,V,Composite,Standard,False,False,1853.1,7890870.0
2362.5,1,2,2,Black Cotton,III,Composite,Luxury,False,False,5046.9,11923301.0
2127.2,1,3,2,Sandy Loam,II,Composite,Luxury,False,False,4106.4,8735134.0
1204.7,1,2,1,Black Cotton,III,Hot-Dry,Standard,False,False,2542.5,3062950.0
4129.6,3,3,3,Sandy Loam,IV,Warm-Humid,Standard,False,False,1782.5,7361012.0
1377.4,1,3,3,Black Cotton,V,Moderate,Standard,False,False,2482.1,3418845.0
4659.7,2,3,1,Sandy Loam,III,Warm-Humid,Premium,False,False,2987.8,13922252.0
2342.2,1,2,1,Sandy Loam,III,Moderate,Standard,False,False,2005.5,4697282.0
502.4,1,5,1,Sandy Loam,III,Moderate,Luxury,False,False,4995.7,2509840.0
2739.1,2,3,3,Sandy Loam,IV,Warm-Humid,Premium,False,False,2567.4,7032365.0
3059.1,2,2,2,Sandy Loam,V,Cold,Standard,False,False,1979.1,6054265.0
2113.4,2,3,2,Sandy Loam,V,Composite,Standard,False,False,2045.3,4322537.0
3091.0,2,2,1,Black Cotton,IV,Moderate,Premium,False,False,3577.8,11058980.0
1213.4,1,2,2,Clay,IV,Moderate,Basic,False,False,1443.2,1751179.0
3065.5,3,1,1,Clay,III,Moderate,Standard,False,False,2005.2,6146941.0
1902.8,1,2,2,Sandy Loam,III,Composite,Standard,False,False,1955.7,3721306.0
484.2,1,2,1,Sandy Loam,III,Warm-Humid,Premium,False,False,3048.1,1475890.0
1758.1,3,2,1,Clay,IV,Composite,Basic,False,False,1637.1,2878186.0
2346.6,1,3,1,Sandy Loam,III,Composite,Basic,False,False,1449.8,3402101.0
3159.6,2,3,2,Sandy Loam,IV,Warm-Humid,Standard,False,False,1779.1,5621244.0
5147.9,3,2,3,Rocky,III,Composite,Luxury,False,False,3761.5,19363826.0
3006.0,2,2,2,Sandy Loam,II,Composite,Standard,False,False,1669.3,5017916.0
1128.2,1,1,1,Rocky,II,Warm-Humid,Standard,False,False,1836.5,2071939.0
2928.5,2,3,1,Rocky,II,Composite,Premium,False,False,2585.9,7572808.0
2201.2,2,3,3,Clay,II,Hot-Dry,Luxury,True,False,4108.9,9044511.0
1324.4,2,2,1,Clay,III,Hot-Dry,Standard,False,False,1962.6,2599267.0
3607.3,2,3,2,Clay,III,Composite,Standard,False,False,1692.5,6105355.0
2749.5,3,1,2,Clay,IV,Warm-Humid,Basic,False,False,1495.3,4111327.0
2158.4,1,3,2,Sandy Loam,II,Warm-Humid,Basic,False,False,1293.8,2792538.0
1537.0,1,3,3,Black Cotton,III,Composite,Premium,False,False,3231.2,4966354.0
770.4,1,3,3,Sandy Loam,II,Composite,Standard,False,False,1675.1,1290497.0
2156.4,1,2,3,Sandy Loam,II,Composite,Standard,False,False,1710.8,3689169.0
3482.1,3,3,2,Rocky,V,Warm-Humid,Standard,False,False,1852.1,6449197.0
2191.6,1,2,1,Sandy Loam,II,Composite,Standard,False,False,1828.1,4006464.0
1988.6,1,2,1,Clay,IV,Moderate,Premium,False,False,3427.7,6816324.0
2214.2,1,3,1,Sandy Loam,IV,Composite,Basic,False,False,1594.3,3530099.0
1683.4,2,2,3,Clay,III,Composite,Standard,False,False,1870.7,3149136.0
1101.9,2,2,2,Sandy Loam,IV,Warm-Humid,Basic,False,False,1503.6,1656817.0
2064.4,2,3,1,Sandy Loam,II,Warm-Humid,Standard,False,False,1743.4,3599075.0
730.5,1,5,2,Rocky,III,Hot-Dry,Premium,False,False,2759.7,2015961.0
2637.8,2,2,2,Rocky,II,Composite,Standard,False,False,1640.1,4326256.0
1594.8,1,2,3,Rocky,III,Moderate,Basic,False,False,1213.2,1934811.0
2866.2,2,2,2,Sandy Loam,III,Warm-Humid,Standard,False,False,1787.9,5124479.0
2203.5,2,2,3,Sandy Loam,II,Composite,Basic,False,False,1142.9,2518380.0
1872.4,1,4,1,Black Cotton,III,Composite,Basic,False,False,1849.0,3462068.0
618.1,1,1,2,Black Cotton,II,Moderate,Premium,False,False,3378.9,2088498.0
1167.4,2,2,1,Rocky,III,Moderate,Standard,False,False,1814.0,2117664.0
3952.6,2,2,2,Sandy Loam,II,Cold,Premium,False,False,2254.9,8912718.0
4207.5,2,2,1,Sandy Loam,V,Warm-Humid,Standard,False,False,2084.0,8768430.0
1201.5,1,5,2,Rocky,III,Warm-Humid,Premium,False,False,2707.6,3253181.0
3582.7,2,1,3,Black Cotton,II,Warm-Humid,Luxury,False,False,3769.6,13505346.0
2287.1,2,2,2,Sandy Loam,III,Warm-Humid,Standard,True,False,2024.5,4630234.0
2025.3,1,2,3,Sandy Loam,IV,Composite,Premium,False,False,2792.1,5654840.0
1087.9,1,1,1,Clay,IV,Hot-Dry,Standard,False,False,2315.5,2519032.0
1137.7,2,3,1,Sandy Loam,IV,Hot-Dry,Premium,False,False,3228.1,3672609.0
1077.9,1,2,1,Black Cotton,III,Composite,Luxury,False,True,5503.8,6382546.0
4171.8,3,5,2,Sandy Loam,III,Composite,Premium,False,False,2696.4,11248842.0
2273.6,3,2,1,Rocky,IV,Warm-Humid,Standard,True,False,2383.5,5419126.0
4142.6,2,2,3,Clay,V,Moderate,Luxury,False,False,4761.7,19725818.0
1918.3,2,3,1,Clay,II,Composite,Standard,False,False,2011.9,3859428.0
1811.0,2,2,1,Clay,III,Warm-Humid,Basic,False,False,1467.4,2657461.0
3320.4,2,2,2,Black Cotton,III,Composite,Standard,False,False,2058.6,6835375.0
2448.9,2,3,2,Rocky,II,Warm-Humid,Luxury,True,False,4130.3,10114692.0
546.6,1,3,3,Clay,II,Hot-Dry,Standard,False,False,1899.7,1038376.0
1154.7,1,5,2,Sandy Loam,V,Hot-Dry,Luxury,False,False,4878.7,5633435.0
3662.0,2,4,2,Clay,III,Warm-Humid,Basic,False,False,1433.1,5248012.0
2343.7,1,3,1,Clay,II,Moderate,Standard,False,False,2099.9,4921536.0
2231.3,2,2,1,Sandy Loam,III,Moderate,Standard,False,False,1950.9,4353043.0
4744.4,3,4,2,Rocky,IV,Warm-Humid,Standard,False,False,1911.4,9068446.0
982.8,1,3,2,Clay,III,Hot-Dry,Premium,False,False,2982.6,2931299.0
2614.2,2,2,3,Black Cotton,II,Composite,Standard,False,False,1903.2,4975345.0
1934.5,1,2,2,Clay,IV,Composite,Luxury,False,False,5011.3,9694360.0
2417.0,3,3,1,Sandy Loam,II,Moderate,Standard,False,False,1905.4,4605352.0
1081.2,2,1,2,Sandy Loam,IV,Composite,Standard,False,False,1896.1,2050063.0
1166.3,1,4,3,Sandy Loam,II,Hot-Dry,Premium,False,False,2436.6,2841807.0
1784.5,1,2,1,Sandy Loam,II,Composite,Standard,False,False,1960.2,3497977.0
1889.3,2,2,2,Sandy Loam,IV,Composite,Basic,False,False,1396.6,2638596.0
1360.1,2,2,1,Black Cotton,II,Hot-Dry,Premium,False,False,3348.0,4553615.0
1817.0,2,4,1,Clay,IV,Warm-Humid,Premium,False,False,3394.2,6167261.0
1972.5,2,3,1,Black Cotton,III,Composite,Premium,True,False,3965.5,7821949.0
1927.6,1,4,2,Black Cotton,IV,Moderate,Standard,False,False,2256.3,4349244.0
4168.4,2,5,2,Clay,V,Moderate,Standard,False,False,2030.7,8464770.0
2151.0,1,1,1,Black Cotton,III,Composite,Premium,False,False,3621.7,7790277.0
1667.2,3,1,1,Sandy Loam,III,Composite,Standard,False,False,2140.5,3568642.0
1757.3,1,3,1,Sandy Loam,III,Moderate,Premium,False,False,2917.5,5126923.0
534.5,1,2,1,Sandy Loam,IV,Composite,Standard,False,False,2367.2,1265268.0
847.2,1,2,2,Black Cotton,V,Composite,Standard,False,False,2473.9,2095888.0
2543.4,3,3,2,Rocky,III,Hot-Dry,Standard,False,False,1673.1,4255363.0
1522.0,1,1,3,Sandy Loam,IV,Warm-Humid,Standard,False,False,1755.4,2671719.0
1345.5,1,3,1,Clay,III,Composite,Standard,False,False,2204.6,2966289.0
1850.4,1,2,2,Sandy Loam,IV,Composite,Luxury,False,False,4585.5,8485009.0
1868.4,2,4,2,Clay,III,Warm-Humid,Basic,True,False,1614.6,3016719.0
2092.5,1,3,3,Sandy Loam,IV,Composite,Standard,False,False,1803.7,3774242.0
3253.0,2,2,2,Sandy Loam,II,Composite,Standard,False,False,1652.7,5376233.0
704.5,1,3,1,Clay,V,Warm-Humid,Standard,False,False,2508.5,1767238.0
2964.0,3,3,3,Sandy Loam,IV,Moderate,Premium,False,True,2738.9,8568100.0
6243.2,3,3,3,Rocky,III,Moderate,Standard,False,False,1576.4,9841780.0
1955.1,1,3,2,Black Cotton,IV,Moderate,Standard,False,False,2339.0,4572979.0
3919.6,2,2,2,Rocky,II,Composite,Premium,False,False,2323.2,9106015.0
1020.4,1,2,2,Sandy Loam,II,Composite,Premium,False,False,2626.3,2679877.0
1100.4,2,3,1,Clay,IV,Warm-Humid,Premium,False,False,3468.0,3816187.0
898.9,1,5,2,Sandy Loam,IV,Hot-Dry,Standard,False,False,1906.4,1713663.0
2266.9,2,2,1,Clay,III,Composite,Standard,False,False,1956.8,4435870.0
4406.0,2,4,2,Sandy Loam,II,Composite,Premium,False,False,2427.8,10696887.0
2335.2,1,1,2,Sandy Loam,III,Composite,Standard,False,False,1791.8,4184211.0
807.3,1,2,2,Clay,IV,Composite,Basic,False,False,1540.4,1243565.0
1151.5,2,4,2,Black Cotton,V,Composite,Standard,False,False,2546.6,2932410.0
3061.4,2,3,2,Sandy Loam,V,Moderate,Standard,False,False,1979.1,6058817.0
3205.5,2,3,1,Clay,IV,Hot-Dry,Standard,True,False,2374.2,7610498.0
3465.5,2,2,3,Clay,III,Composite,Standard,False,False,1654.7,5734363.0
1156.1,1,2,1,Clay,III,Moderate,Standard,False,False,2216.8,2562842.0
5476.5,3,3,3,Clay,IV,Composite,Premium,False,True,2905.4,16361423.0
4229.0,2,3,1,Clay,II,Composite,Standard,False,False,1898.5,8028756.0
1366.6,1,1,1,Sandy Loam,IV,Hot-Dry,Standard,False,False,2207.9,3017316.0
831.4,1,3,3,Sandy Loam,II,Composite,Premium,False,False,2441.1,2029531.0
3161.0,2,2,3,Rocky,V,Composite,Luxury,False,True,3826.6,12545883.0
1902.9,1,2,2,Black Cotton,II,Hot-Dry,Standard,False,False,2196.1,4178959.0
